Text,Label
ps kharadar k bahir awam or traffic police me nok jhok jari,Negative
intzamia ne police talb krli,Negative
orangi me firing babar ice cream wala qatal,Negative
karachi tajir ittihad kal hartal karay ga,Negative
rangers k lapata karkunan ki bazyabi me humari madad kare,Negative
all karachi taajir itehad ki aaj honewali hartal ki mqm ne himayat ka elan kardia,Negative
orangi al khalil market me firing se shakhs janbahaq,Negative
korangi me shani qatal,Negative
super highway se lashen baramad,Negative
awami press club malir ka din soug ka elaan,Negative
new khi sindhi hotel k qareeb firing se bachi janbahaq afrad zakhmi,Negative
lyari kalakot me dasti bomb humla afrad zakhmi,Negative
orangi chishti nagar me firing se naveed nami shakhs janbahaq,Negative
kharadar me doctors ko gangwar or taliban k naam se bhatay ki parchian mosul,Negative
raat gaye malir memon goth me muqablay me mulziman halak,Negative
bus stops se ishtihari boards utarna or foot paths per qaim tuc shops ko seal kerna shuru ker dia,Negative
mon aug wed aug or fri aug ko subah baje se ghanto k lye band rahenge,Negative
chingchi riksho ki adam moujoodgi me public transport ki kami se awam sakht pareshan,Negative
cm sindh k shikway k bad sindh govt k khilaf nab or fia ko karwai se rok dia,Negative
jamshed quarter baloch para me mulziman dasti bomb phenk kr farar,Negative
cng pr chalne wali school vans k khilaf karwai th sep tk moakhar,Negative
rangers kisi karkun ya rehnuma ko sath le ker nahi gayi,Negative
preedy street per firing se shakhs zakhmi,Negative
sakhi hasan k qareeb firing se shakhs janbahaq,Negative
stock exch me shadeed mandi index me points ki kami,Negative
awam ne daku ko pakar ker zinda jala dia,Negative
raat gaye liaqatabad super market me shop pr firing zakhmi,Negative
dr asim ki university or hospital ka record talab ker lia,Negative
jail chorangi janay walay tamam rastay band,Negative
purani subzi mandi k qareeb firing se shakhs zakhmi,Negative
lyari k elaqay kalakot me firing se ishaq nami shakhs janbahaq,Negative
karachi k kai elaqo me gair qanooni maveshi mandiyan qaim intizamia khamosh,Negative
nazimabad me firing se shakhs janbhaq zakhmi,Negative
mazeed mukadmat k lye govt ko notice jari,Negative
firing aur pur tashadud waqiat me afrad qatal,Negative
shershah gulbai k qareeb firing trafic police ahelkar zakhmi,Negative
korangi ibrahim hydry se shaqs ki tashadud zada lash baramad,Negative
saeedabad k qabaristan se din purani shaks ki lash baramad,Negative
se zaid ehelkar shaheed,Negative
mulziman griftar hathyar kg barood baramad,Negative
nazimabad me shehrion ne daku pakar liya daku naeem police ahelkar nikla,Negative
vip movement k bais ii chundrigar road or aitraf k elaqon me shadeed trafic jam,Negative
mqm ka ehtijaj jari,Negative
karkunan ki badi tadad mojud saddar men trafic jam,Negative
ici pull k neche bomb ki itla police or bds talab,Negative
f b area men roz k doraan se zaid bakray chori shehri ahtiyat karen,Negative
sea view do darya k qareeb trafic hadsa baap or beti janbahaq,Negative
shehshah se shaks ki lash baramad,Negative
korangi me baap k tashadud se beta janbahaq,Negative
ma jinnah road capri cenema k qareeb trafic hadsa shaks janbahaq,Negative
orangi town sec me firing se shaks janbahaq,Negative
wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga rangers,Negative
spot ko clear kernay k lye bomb disposal talab,Negative
aik dharay ki call per aaj sheher me juzvi hartal jaari doosra next week hartal karay ga,Negative
new khi sindhi hotel k qareeb firing se bachi janbahaq afrad zakhmi,Negative
aur iss ilaqay ki faslain tabah o barbad ho gain log qahat ka shikar ho gaye to,Negative
lakin unhain na wakalat pasand thi na profferi,Negative
ki jang kay bad jab january mein ayub khan nay allanetasqand per dastakhat ker deye to bhutto nay apnay uhday say istafa day dea aur larkana chalay gaye lakin ayub khan kay lia allanetasqand kay baray mein akalay jawab dahi bohot mushkil thi,Negative
iss leye waqti tour per bhutto ko mana lea gia aur qoumi assembly mein unsay allanetasqand ki hamayat bhi kerwai gai tahum june mein achanak unka istafa manzoor ker kay unhain farig ker dia gai,Negative
bila shuba iss waqt bhuto kay istafay say pori qaum ko sadma hua aur na sirf ayub khan ki amriyat bai naqab hui balkay awam kay jazbat ayub khan kay sakht khelaf aur bhutto ko mazloom qarar day ker un kay haq mein ho gaye chunanchay jab bhutto larkana jatay huye lahore railway station say guzray to un kay maddahon naray ki aik kasir tadad station per moujood thi,Negative
mr bhutto socialist na thay,Negative
woh aik jagirdar kay ghar mein paida huye thay magar unki walda ka taluq jagirdar khandan say na tha jis ki wajah say un kay susral walay un say achcha salook na kertay thay,Negative
un tamaam awamil nay zulfiqar ali bhutto kay siasi sonch kay khadokhal tashkil deye tha,Negative
mein colonel vladimir putin ne kgb se istefa de diya,Negative
kisi ne shayad sach he kaha hai iqtedar ki kursi par gond laga hota hai,Negative
mushkil yeh aa parhi ke russia ke aaeyn kisi shakhs ko musalsal martaba president ke auhde par faiz hone ki ijazat nahi deta beharhaal ghanimat hai ke president vladimir putin ne kisi mawrae aaeyn iqdaam ke bajae mein sadarti intekhab larhne aur darmiyani arsaa prime minister ke taur par guzaarne ka andiya diya hai,Negative
azaadi ke bad beshtar arsaa bharti siyasat par congress bhaai rahi aur khud congress par ab nehru khandaan haavi raha hai,Negative
mein sikh muhafizon ke hathon indra gandhi ke qatal ke bad rajiv gandhi ko in ka jaan nasheen chunn liya gaya aur khatoon e awwal ka kirdar sonia gandhi ke hisse mein aya,Negative
mein madras ki aik taqreeb mein rajiv gandhi ko aik khatoon ne guldasta pesh kiya jo achanak he zordaar blast se phat parha,Negative
us guldaste mein bomb chupaya gaya tha aur mazkora khatoon ka talluq tamil tigers naami group se tha,Negative
rajiv gandhi bomb blast ke natije mein chal base,Negative
is accident ne sonia gandhi ko bharat ki pur tashaddud politics se mutanfir kar diya aur inho ne congress ki janib se rajiv gandhi ki jaan nasheen banne ke liye dale jane wale dabao ki saliha saal tak mazahmat ki,Negative
wo nahi chahti thi ke in ke dono bachon rahul gandhi aur priyanka gandhi par khoon e siyasat ka manhoos saya bhi parhe lekin bil aakhir mein inhe party ke mustaqil dabao ke saamne himmat dikhani parhi aur wo congress ki intekhabi mohim mein hissa lene par aamada ho gai,Negative
sonia gandhi bharat ki pehli roman catholic prime minister ban sakti thin agar wo mein congress ki hairan kun intekhabi kamiyabi ke bad wazarat e uzmaa ka auhda qabool karne se inkaar kar ke sab he ko hairan na kar deti,Negative
congress ka dabao tha ke wo yeh mansab zaroor sambhalen lekin inho ne yeh kehte hue inkaar kar diya ke mere andar ki awaaz mujhe yeh auhda sambhalne se roak rahi hai,Negative
mein sonia gandhi parliament ki rukniyat se bhi mustaafi ho gai kyun ke mukhalfeen ne yeh mauqqif ikhteyar kiya tha ke wo national advisory council ki sarbarah bhi hain,Negative
is liye aaiyn ki roah se munfaat bakhsh auhdey apne paas nahi rakh sakti,Negative
agarcha council ke sarbarah ko koi tankhuwa adaa nahi ki jati is liye use muna fat bakhsh sarkari auhda qaraar nahi diya ja sakta lekin sonia gandhi ne khud ko tanazey se bachane ke liye parliament ki rukniyat aur council ki sarbarahi dono se he istefaa de diya,Negative
party rehnuma chahtay thay main ghar me chapatian banati rahun shadi ki angothi tak nahi mili ghar me taweez bhi milay reham khan,Negative
younus khan ki achanak retirement per heran howa ahmed shahzad rukni team ka hissa mumkin hai jald mauqa dia jaye waqar younus,Negative
ap k lye show biz chor dungi meray ho ja,Negative
dunya me aag lagao gay to apna ghar bhi lapait me aaye ga america europe apni policies per nazr e sani karen,Negative
paris dhamakay americi saddar barack obama ki press breafing hamla paris par nahi puri insaniyat par hai,Negative
pak me euro currancy me tezi ka imkan,Negative
dil ki bemarion me sb se bari bemari dil azari hai,Negative
maloomat tak rasaai se rokna buniyadi huqooq ki khilafwarzi hai,Negative
us ghareebi se panah mango jo mayoos kar deti hai,Negative
gunah mitaty hain,Negative
kissan package ka elaan dhandli hai imran khan sahafi se apnay rawaye par mazrat reham ka mutalliq sawalat na karnay ki appeal,Negative
sundar industrial area mein factory ki manzala emarat gir gai afrad janbahaq zakhmi,Negative
afrad k malbe me dhabne ka khadsha,Negative
punjab main sher dhaarnay sub ko khamosh kara dia,Negative
sindh main teer nay mokhalifin ko chalni kardia,Negative
ghotki dharki main functional league kay hamiyon say jhagra azad umeedwar janbahaq,Negative
kal nov se license na hunay pr jail ki saza k ellan pr awam paray shan traffic police humian roz ka waqt dy,Negative
larki ne vote ki bajaye cnic box mein dal dia,Negative
nd november se baghair driving license gari chalanay walo ko challan k bajai jail ki hawa khani paregi,Negative
liaquatabad sindhi hotel k qareeb rangers ka search operation shuro ghar ghar talashi dakhli kharji rastay bund,Negative
gajar k bakasrat istemal se masanay aor gurday ki pathri toot jati hai aor reza reza ho kar peshab k rasty nikal jati hai,Negative
sukkar bandar road pr ppp or mqm me tasadum zakhmi,Negative
bilawal zardari ki amad pr marizon ka lady reading hospital me dakhla band awam ka go bilawal go ka nary police ka lathi charge,Negative
jb k halakato ki tadad o hai,Negative
zila tank me sub se ziada school taba hoye jb k dir me school,Negative
local governments b ksi kaam ni aayi,Negative
zalzly se mutsera district nazim k apny u c me koi pursan e hal ni,Negative
gilgit me tamam taleemi idarey band rahengy,Negative
aik poor patient ko blood ki botles ke sakhat zarorat hai,Negative
zara si zameen kiya hilli,Negative
kayi ki halat nazuk,Negative
mulk ki tareekh ka badtareen zalzala towers gir gaye mulk bhar me mobile phone aur internet service mutasir,Negative
bharat main adem rawadari aur adem bardasht adeebo ka ikhtejaj mazeed adeebo nay izazaat lota deye tadad hogai,Negative
rupey ki qemat kitni bhi gir jaye,Negative
jitna rupey k ly insan gir jata hai,Negative
muharram aashora ke rozy ke sath ya ka bi roza raka jae taky yahod ke sath mushabihat na ho,Negative
hamara service telenor par moujod nahe,Negative
state bank ka aik saal baad aur rupay k note khatam karnay ka faisala,Negative
banks k bahar footpath pr lagay generator maah mn hatanay ka hukom jis k baad kmc dmc karwai krian gy,Negative
loadsheding ka ellaj kia,Negative
sindh bhar k cng stations peer oct budh oct jumma oct ko subha bajay se ghanton ka liye band rahenge,Negative
gaaye to bahana hy asl nishana to muslman hy,Negative
un pr arab r s curroptin ka ilzam hy,Negative
f b area azizabad mein namaloom afrad ki firing say police ahalkar janbahaq shift to ash,Negative
tahaffuzat k sath na ka nataij tasleem kartay hen voton ki muntaqili k suboot milay to bharpur ehtijaj karenge,Negative
orangi town ps iqbal maket me police muqabla mulzim asleh samet giriftar,Negative
sher aa nhe raha agya hy lahore ne ilzam aur gaali ki siasat mustrad kr di maryam nawaz,Negative
na zimni intikhab polling stations me or samnabad or meri collage me pml n or pti k karkuno me tasadum,Negative
north karachi up more par pani ki bundirh k khilaf awam ka ehtijaj jair road block traffic jam,Negative
lashkaron ki safbandi hogai,Negative
na me dhandli ki gayi to hakumat nahi chalnay dain gay imran khan,Negative
jo allah ki di hoi naimaton ka shukar ada nahi krta,Negative
janubi americi riyasat mein barishon nay riyasat mein sala record toot gia sailab aur tufani barish say afrad halak,Negative
zarai k mutabiq guzishta roz asif ali zardari ne army chief se mulaqat karna chahi lakin army chief ne mulaqat karne se inkar kardia,Negative
subai wazir ne ezafay ki manzoor gair qanoni toor pr di ezafa najaiz he sea pr waldain ka ehtijaj rpt jokhio,Negative
saudi arab me khudkush hamley ki koshish nakam shaam ka aik shehri aur philpine ki aik khatoon giraftar aslaha baramad arab media,Negative
younas khan ki nani baqazai ilahi wafat pa chuki hy nimaz jenaza bje shewa adda nad di k kinaray adda ki jayege,Negative
roz aik cheez ko nazar andaz krty hain,Negative
giriftar mulzim police ahilkar nikla kamran jail ki security me tynat hai mazamat pr bachi zakhmi hoyi,Negative
magar us se nahi jeet saktay,Negative
jaan boojh k haar jaye,Negative
police ne shaq ki bunyad pr khatoon k shoher ko griftar kar liya rpt jokhio,Negative
mukhtalif hadsat main afrad janbahaq zakhmi,Negative
bijli raat say ghaib,Negative
garmi ki nayi lehar budh se para degree tak pohanch sakta hai garmi ki lehar october tak jaari rehne ka imkaan,Negative
madaris pr firing kar k talib e illmo ko qatal or mutadid ko zakhmi karne wale karkun shahid mirza ko gawah ne shinakth kar lia,Negative
niji airline ki pehli parwaz hajion ko lay kar puhonch gai pia operation ka aghaz aaj se pehli parwaz raat bajay puhonchay gi,Negative
saniha mina iran ka saudi arab k khelaf qanooni karwai ka elan rmi k dauran insani jano n k ziyah ka zimadar saudiarab hai,Negative
garhion trakon ko roka giya hazar se zaid khalen tahweel me li gai hein,Negative
working boundary pr diwar bananay ki bharti koshish bardasht nahi ki ja sakti bharat pakistan me mudakhlat kar raha hy sec kharja,Negative
kuch hajiyon ne jald bazi ki jiski wajah se bhagdhar machi shehzada naif ka saniha minna par supreme committee bananay ka hukum,Negative
shohda ka lawahikeen se izehar e taziyat kartay hain pori koshish karen gaye ka aisay waqiat dobara paish na hon,Negative
dir wahab abasi ki zamanat mansukh hone pr chekh o pukar,Negative
sohrab goth mein ka bais saala shaks intaqal kar giya,Negative
first car bomb blast new yorks wall strreet me hua tha,Negative
tarikh me first car bomb blast kis mulk me hua tha,Negative
kissan package k elaan intikhabat se qabal dhandli hai budget me kyun elaan na kyia fata ko kpk k hissa hona chahiye,Negative
crane hadsay k baad bin laden company ku mazeed kaam na milnay ka imkan sath uhdaydaron k mulk chornay pr pabandi aiad,Negative
fata grand alliance ka jarga alhayda suba bananay ka mutalba me zam nahi hona chahatay parlimani faisal mustarad,Negative
sindh building control authority k mulazmeen k degreeyan jali nikli assistant director inspectors bhi shamil,Negative
phir bhe wo qurbani na karay tou wo hamari eid gah k qareeb bhe na aye,Negative
modi sarkar me adalaten bhi inteha pasand maqbooza kashmir me gaaye ka gosht bechnay per pabandi aaid kar di gai,Negative
doctors nurson ka nadra chowk per dusray roz bhi dharna jari opds band tibi imdad na milnay per zakhmi police ehalkar janbahaq,Negative
insaf ki fori farahmi me nakami ka aitraf karna chahiye nizame adal me behtari k bajaye kharabi aai chief justice jawwad khwaja,Negative
old city areas ki markts samt shehar ki kayi markets bund,Negative
mah qaid hazar rupay ka jurmana,Negative
haftay mein dusri bar aatay ki qeemat mein rupay izafa kilo aatay ka thaila retail satah par rupay ka ho giya,Negative
boht km logo ko malom hy k pak bharat ki jang ki bunyad,Negative
cng mon wed or fri ko am se hrs ke lye bund rahegi rpt jokhio,Negative
ye banjar hokar bhe buzdil paida nhi karti,Negative
karachi ko alag soba bannay nahi denge altaf hussain zardari ne sindh ko taqseem kia pti bhutto jesa kam karnay aai hy,Negative
mulzim muhsin ali ne imran farooq k qatal ka aitiraf kar lia muazzam ali ne saholatkar ka kirdar ada kia scotland yard ko bayan,Negative
cia ne sharjeel memon k manager basheer brohi ko agwah baraye tawan k ilzam me griftar kr k namaloom muqam muntaqil kr dia,Negative
t deewar gir jati hai,Negative
saddar regal chowk se police si abdul sattar agwa,Negative
sher shah mn factory mn dhamaky se shaka janbahaq,Negative
aqwam e muttahida k mubasireen ka working boundary ka dora bharti jarhiat se mutasira abadi me school band shehrion ki naqal makani,Negative
lakin wafa nahi,Negative
khi gulbhar me police muqabla lgw karinda giriftar,Negative
cm sindh ne shahra e faisal pr bannay waly mehran underpass ka iftita ker diya mansoba pr crore rupay ki lagat se mukammal hoa,Negative
manghopir me ctd ki karwai ttp khalid sajna group kay hassan khan jamshed khan aur qismat shah asleh samet griftar,Negative
kmc ka malli hazoor bux kalhoro grade ka afsar ban kr retired siyasi sahksiyat ki serparsti mn croron rupay ki corruption bhi ki,Negative
aenda pti ko main vote nhi dunga,Negative
imran ko rd wkt girny ka kaisa pata chala,Negative
uske dil me dukh zaror rehta hy,Negative
jis tarah diwar se kil nikalne k bad b surakh maujod rehta hy,Negative
pervez rasheed ne jaan se marnay ki dhamki di kisi surat nahi chorunga qanooni notice bhejengy,Negative
raytti bajri ki gair qanooni farookht mehakma e madaniyat ne rokh thaam k lia ku khatt likh diya tammam ijazat namay mansookh,Negative
indian raw k lia jasoosi krny wala punjab police ka ahilkar griftar tansibat ki tasavir baramad mazeed groups bhi mujood hy,Negative
silver jubli gate pr aaj se charjid parking charge lena shuro byke car se ki wasuli jari,Negative
kmc ne water pump k qareeb markaz e khail o saqafat mn chalany walay ku band kernay k ahkamat jari kr diay,Negative
indian rupee saal ki kum tareen satah pe agaya,Negative
karachi stock market me shaded mandi points ki kami,Negative
rawalpindi pmln pti karkno me tasadum firing afrad zakhmi,Negative
japan ne germany k sath jang ka elan kardia jo world war bani,Negative
kisi ourat kay liye halal nahi k woh sohar ki ejazt k baghair nafli roza rakhy,Negative
iran mein bartanvi safarat khana saal bad khol diya gaya mein safeer be dakhal karnay par band kiya gaya tha,Negative
malir khokrapar me firing se yousuf bhola janbahaq sohail zakhmi,Negative
wifaq k amp kpk k sarkari mehekmay pesco k arab k nadihinda niklay wifaqi wizarat e pani o bijli bhi shamil hai dastawiz,Negative
pm nawaz sharif ka chief justice ko khat justice jawwad se bullet proof gaari na lainay k faislay per nazar e saani ki darkhwast,Negative
pm nawaz sharif se molana fazl ur rahman ki mulaqat muzakrat se mutalliq agah kia wazir e azam ne salisi kirdar ko saraha,Negative
rashid ki halat badastor serious he doctors ne ghante ahem qarar dye hen awam se dua sehet ki appeal he haider abbas,Negative
pakistani awam faiday sy mahrom,Negative
awam ka haq mara gaya,Negative
gulshan e iqbal me dako bank se crore loot kar farar,Negative
rasheed godial ko golia lagne se zakhmi dirver halak,Negative
nine zero pr maulana fazal ur rehman k isteqbal ki tayari haleem halwa tayar,Negative
camel amp cow ki entry fee goat ki entry fee rakhi gai hy,Negative
sitm wahi hy sitmgr badlty rehty he,Negative
ye kesi azadi hy ki doar aaj b ksi or k hath main hy,Negative
maulana fazlur rehman jald altaf hussain se rabta kar k istifay wapis lene ka kahenge,Negative
chagharzo me sowari jany wali gadi per firing afrad jan sy gaye kai zakhmi donu groupo ka taluq zillah shangla sy he,Negative
ab karachi me qatal o gharat hoga security forces per hamlay hon gay ab faisla sarkon per hoga mqm pachtaye gi sheikh rasheed,Negative
be sakhta aanso nekal pary tera haal pochty pochty,Negative
meri jan ko khatra hy mujhe security di jai,Negative
saudi company ne arab me national power construction corporation khareed li steel mills aur pia ki nijkari bhi hogi hukomat,Negative
wasim akram pr firing k waqiaye me namzad markazi mulzim major rtd aamir ur rehman ki zamanat qabl uz griftari manzoor karli gayi,Negative
wo jo mushkil halaat me sath chorr de,Negative
q ke jab zindagi kuch lena shuru kar,Negative
de to saans tak nahi chorti,Negative
aaj koi hartaal nahi hogi zaberdasti karobar band kerwanay walo ki ittela rangers help line pr dian tarjuman rangers,Negative
elaqa rehmani khel me mamoli takrar per police constable qatal,Negative
s_africa a cricket team k players kharab khane ki waja say fd pisn ka shikar,Negative
main nay nataij k hawalay say is say zyada shireen jaam nahi piya,Negative
shah faisal colony me police muqabla mulziman giriftar,Negative
zer e ilaaj walid se kagzaat pr anghuta thumb lagane k ilzam mn senior anchor pirzada mn griftar,Negative
urooj mein insan takbbur karta hai,Negative
or zawal mein na shukrri,Negative
awami press club malir ka din sogh ka elaan finance sec m,Negative
koi dushman he madad k liye isay awaz de sakta hay,Negative
iftkhar chodri ki ki party taanga party hay,Negative
maripor me police ki karwai lgw molah zubir group karnede giriftar,Negative
hum pay hr shakhs ne khudai ki,Negative
with holding tax ke khilaf all karachi taajir itehad ki aaj honewali hartal ki mqm ne himayat ka elan kardia,Negative
ibtidai tehqiqat kay mutabiq wazir e azam kay qaflay pr hamla nahi hua gari overtake karnay se ghalat fehmi hui,Negative
fauji general altaf sy dartay hain,Negative
sipah e sahaba sy darti hy r un k khilaf karwai nhi karti,Negative
inka asol hy muhajir ko pakro maro jo bachy ghulam bnao,Negative
aye baadal zara khul k baras ye kia tmasha hy,Negative
itni rim jhim to hamari aankhon main har roz hoti hy,Negative
bharti riyasat mein shadeed barishon ky bais mukhtalif hadsat mein halakton ki tadad ho gai,Negative
august se school kholenge school seal kia gaya to mazahmat karenge pvt school management,Negative
kohat me chat gir gai afrad janbhaq,Negative
sho ko land mafia k khilaf karwai na karne par muattil kia gia,Negative
mehakma mosamiat ne chitral me glacier phante ka imkaan zahir kr diya,Negative
yaqoob memon ki phansi zalimana ghair insani hai saal qaid kaat chukay thay amnesty international ki bharti iqdam ki muzammat,Negative
muqadme me mulavis obaid k pehle se giriftar hai,Negative
wazir e azam se m fazl ur rahman ki mulaqat pti arkan mustafi ho chukay tehreek qanon k mutabiq hy wapis nahi lenge quaid jui,Negative
rental power project ghair qanoni contract per nab ka raja pervez ashraf samait afrad k khilaf reference dair karnay ka faisla,Negative
kohala amp abbasiya k darmiyan landslidding,Negative
assembly ka hissa nahi thay to budget me kyon shamil kia,Negative
q yad nahi aya,Negative
mulah omar ki mout ki afwahon ki tehqiqat kar rahay hain daftar e kharja,Negative
quaid jui pti arkan k istefon per datt gaye hamara mauqaf aaini hai kis bunyad per riayat di ja rahi hai molana fazl ur rahman,Negative
since group main kamyabi ka tanasub aur general group main raha,Negative
lyari rangers or police nay mpa sania naz k ghar ka muhasra kar lia ghar me aslah dafan hai,Negative
tower k bajai bus quaidbad tk mehdud,Negative
pak ko ye yad rakhna chahiye ky agar bharat ka aman mutasir hoga to cricket nhy hogi says anurag_thakur,Negative
ahle khana ne ps shara e faisal me report jama kara di,Negative
transporters ka tajiron ki hartal ki himayat ka elan st august se karachi samet mulk bhar me pahayya jam bhi hoga transporters,Negative
mulzim ne me jalal ahmed or irfan ko qatal kia tha,Negative
ishaq dar ki tajweez pr arkan e parliament ko na ahal qarar denay ki tahareek ek haftay k liye muakhar,Negative
ishaq dar k aiwan me aane tk mamla muakhar kr diya gaya,Negative
passport office me aam shehriyo ka dakhla bund kar diya gaya,Negative
sabiq bharti sadar abdul kalam sal ki umar me inteqal kar gaye,Negative
bharti cricket board ka ek bar phir pak bharat series se inkar,Negative
halakatain hoin,Negative
dehat or lac log mutasir howe,Negative
kse index points kami k bad ki sattah per aagaya,Negative
mutasira khandanon se izhar e hamdardi,Negative
hukomat se tajir biradri k muzakrat nakam,Negative
st august ko mulk geer hartal ka elaan barqarar,Negative
orangi me firing se nadeem janbahaq,Negative
afrad janbahaq,Negative
zakhmi gt afghan media,Negative
x cheif justice iftikhar chodhry ka nae siyasi jamat bana ney k lye home work shuru,Negative
shadid barish k bad lashari gaun me makan ki chatt gir gae,Negative
bacho samet afrad jan bahaq,Negative
aysi jaga ko kehty hein jaha toop rakhkar chalaya jata hn,Negative
sirf internet service jari rahegi,Negative
mafi mujhe nh nawaz sharif ko mangni chahea,Negative
ecp k members istefa den,Negative
mah k liye sharah sood per barqarar,Negative
mpo k tehayt nazer band kal adam lashker e jhangvi k serbarha malik ishaq or in k bayton samet afrad ku ne griftar kr lia,Negative
haveliyan k qareeb musafir gaari khae me jaa giri,Negative
hadse me afraad zakhmi rescue zarae,Negative
ye hukomat samet sab k liye sabaq hai,Negative
dariya e jannab se naqal makani krne wale baap aur beta asmani bijli girne se jan bahaq,Negative
chitral me selaab se ab tak afraad jan bahaq huwe,Negative
makanat tabah nd ko nuqsaan poncha,Negative
sabiq chief justice iftikhar chaudhry ka siyasat me aanay ka elaan apni jamat banaunga quetta mera ghar hai yahan se aghaz hoga,Negative
anjuman tajiran pakistan ka st august ko hartal ka elan,Negative
lahore k tajir aug ko hartal karengy,Negative
restaurant sealed kar dia gaya,Negative
landhi labour square me barish k pani me doob k bacha janbhaq,Negative
sindh me naegleria se halakato ki tadad ho gai,Negative
ahelkaru k khilaf karwai ka hukum,Negative
mqm markaz nine zero or khursheed begum hall main tamam shoba e jaat kay dafatir band karkunan altaf hussain ki rihaishgaah per jamma,Negative
hacksbay se afrad ki doobi hui lashen mili tadad ho gai lapata,Negative
hawksbay per afrad ayaz amp usman doob kar janbahaq,Negative
kohi k elaqey me firing,Negative
mian biwi jan bahaq,Negative
lashen hospital muntaqil police,Negative
jaraim ki serparasti krny waly police ahilkaro ki tanazoli kr k tankhwaian rok di gai west zone k corrupt afsaran bertaraf,Negative
rupe ka hogia mazeed kami ka imakan,Negative
donon janib se barf pigli hai pakistan wapasi k lye sharait hakomat ko bheja hon,Negative
jala watan baloch rahnuma khan sleman dawood,Negative
hum operation ki himayat krtay hy magar usman muazam or baytay ki griftari operation ku mashkook bana rahi hy,Negative
jis ne asar ki namaz tark ki uski rozi se barkat khatm krdi jati he,Negative
jis ne magrib ki namaz tark ki usko olaad se koi faida na hoga,Negative
eid kay phlay aur dosray din shehar me one welling karty howay gir kar naujawan janbahaq se zaid zakhmi zarai,Negative
karkuno ki griftari ka tadam e marg bhok hartal karnay ka faisla wada kia tha jan day dunga jhukunga nahi quaid mqm,Negative
bharti dar ul hukomat me manzila emarat gir gai afrad halak,Negative
naraan k entry point se kilo meter tak shadid traffic jam,Negative
landhi murgi khana pr firing se police ahelkar zakhmi,Negative
dariya e kabul me selaab ka khatra,Negative
nahaney per pabandi aid,Negative
pdma ne alert jari kr diya,Negative
afrad janbhaq,Negative
chitral peshawar road amdorafat k liye band sankro gariya phans gai,Negative
eid k mokay pr pakistani parcham lehra dia gia bharti fauj ka lathi charge huriat rehnuma eid pr bhi gharon me nazarband,Negative
dehshatgardi ka shikar afrad k ahlay khana or eid k roz apnay faraiz nibhany walo ku yaad rakhiay,Negative
dg building control manzorqadir amp administrator kmc saqibsoomro ko ohday se hata dia gaya,Negative
afsaran ku ohday se hatanay se corruption khatam nahi hogi kisi k pechay zardari sb kisi k sath faryaltalpur or tappi hn,Negative
sindh me izlaah k depty commissioners ko apne odho se hata dya gaya,Negative
sindh hukumat ne administrator karachi saqib soomro samait sindh k deputy commission ko ohday se farigh kardiya gaya,Negative
wafaq ka quaid mqm ki taqreer ku buniyad bana kr eid k baad mqm k markaz nine zero ku seal krny pr ghor lt media zaraiay gt,Negative
tashadud pr uksanay walo ki fehrist tayar krli mazeed griftariyan ki jain ge taqarir mn rangers jawano ki nishana banaya gaya,Negative
shehar mein mqm k markaz par chahpay k baad mukhtalif elaqon mein petrol or cng pumps bund hona shuro,Negative
mqm k rukn e assambly landhi mn awami ahtijaj mn shamil maah se pani nahi dia ja raha ahtijaj na krian tu kia krian,Negative
landhi mn bijli bandish se parayshan awam ka mqm k rukon e assambly asif hasnain k dafter pr dhawa tor phor police talb,Negative
aur wapis kafan mein ayein,Negative
mere shaher me meri nasal ko lootne walo,Negative
pata b he beta jawan kese hota he,Negative
baldia k asatiza ka civic centre pr ahtijaj jari,Negative
rangers mamly pr karachi tajir ittehad ka dec ko sindh assembly k gherao ka elaan,Negative
multan bahawalpur gujrat sialkot d g khan attock ki phansi tal gai,Negative
wifaq sindh per hamla awar nahi mujhay lecture sunanay wali shakhsiat ka kirdar bayan karun to munh chupatay phiren ge ch nisar,Negative
pia mulazmin kal say saddarati ordinance kay khilaf kaam band kar dein gay joint action committee ka ailan,Negative
sindh assembly me k akhtyarat me tausee k hawalay se opposition ka sakht ahtijaj ijlas kal baje tak multavi,Negative
wazair e dakhla din kisi ki hirast mein rahe to woh bhe her juram qabol karen ge khursheed shah,Negative
pti ka kal duphair bajay sharah e faisal star gate pr ahtijaj ka elaan,Negative
pak army k helicopter ku mn hadsa ahilkar zakhmi,Negative
jail road pr firing se shaks janbahaq rpt m ali jokhio,Negative
sirf aik shakhs k liye operation ko mutanaza banaya ja raha hai karachi me khof ki fiza qaim nahi honay denge ch nisar,Negative
baba ahstgi sy bola phr pta ni mery bchon ki call q nhi ati,Negative
cm sindh ki anokhi mantiq corruption nai baat nahi liaqat ali khan k dor se ho rahi hy khatmay k liye sal kam qarar day diye,Negative
dr asim ku jald shakhsi zamanat pr riha krny ka imkan dr asim case mn dehshat gardi k shawahid sabit na hoiay media zarai,Negative
dehshat gardon ki griftari ki list tayar,Negative
sal me waqiat hy khawatin bachon se ziadti k waqiat hue,Negative
qilla saifullah muslimbagh se lashen mili,Negative
liaquatabad ilyas goth mn ashraf or daniyal janbahaq,Negative
usa los angeles or barnadeno me firing se ab tak halak or zakhmi hai,Negative
